old_path,action,reason,size_mb,similarity
CONTENT_ASSETS/ai-sites/heavenlyHands/cleanconnect-pro/.git/objects/d3/9d0d39b377b5f5932045e5194bfd5e44a717a3,REMOVE,Duplicate file of ai-sites/heavenlyHands copy/cleanconnect-pro/.git/objects/d3/9d0d39b377b5f5932045e5194bfd5e44a717a3,0.00012874603271484375,100%
ai-sites/heavenlyHands/cleanconnect-pro/.git/objects/d3/d4df51fa247c1b1fd20e7a327c5983e0af0ccb,REMOVE,Duplicate file of ai-sites/heavenlyHands copy/cleanconnect-pro/.git/objects/d3/d4df51fa247c1b1fd20e7a327c5983e0af0ccb,0.00010776519775390625,100%
CONTENT_ASSETS/ai-sites/heavenlyHands/cleanconnect-pro/.git/objects/d3/d4df51fa247c1b1fd20e7a327c5983e0af0ccb,REMOVE,Duplicate file of ai-sites/heavenlyHands copy/cleanconnect-pro/.git/objects/d3/d4df51fa247c1b1fd20e7a327c5983e0af0ccb,0.00010776519775390625,100%
ai-sites/heavenlyHands/cleanconnect-pro/.git/COMMIT_EDITMSG,REMOVE,Duplicate file of ai-sites/heavenlyHands copy/cleanconnect-pro/.git/COMMIT_EDITMSG,0.0001049041748046875,100%
CONTENT_ASSETS/ai-sites/heavenlyHands/cleanconnect-pro/.git/COMMIT_EDITMSG,REMOVE,Duplicate file of ai-sites/heavenlyHands copy/cleanconnect-pro/.git/COMMIT_EDITMSG,0.0001049041748046875,100%
DEVELOPMENT/utilities/UTILITIES_TOOLS/configs/prompts.txt,REMOVE,Duplicate file of ai-sites/New_Folder_With_Items_3_ORGANIZED/documents/prompts.txt,0.00010204315185546875,100%
ai-sites/heavenlyHands/cleanconnect-pro/.git/objects/3f/e2f017ce098e74179361efe5b22a85345997e5,REMOVE,Duplicate file of ai-sites/heavenlyHands copy/cleanconnect-pro/.git/objects/3f/e2f017ce098e74179361efe5b22a85345997e5,9.441375732421875e-05,100%
CONTENT_ASSETS/ai-sites/heavenlyHands/cleanconnect-pro/.git/objects/3f/e2f017ce098e74179361efe5b22a85345997e5,REMOVE,Duplicate file of ai-sites/heavenlyHands copy/cleanconnect-pro/.git/objects/3f/e2f017ce098e74179361efe5b22a85345997e5,9.441375732421875e-05,100%
CONTENT_ASSETS/ai-sites/AvaTarArTs/avatararts-portfolio/.next/server/server-reference-manifest.json,REMOVE,Duplicate file of ai-sites/AvaTarArTs/avatararts-portfolio/.next/server/server-reference-manifest.json,9.250640869140625e-05,100%
CLIENT_PROJECTS/Dr_Adu_GainesvillePFS_SEO_Project/DrAdu-SEO-OPTIMIZED/public/robots.txt,REMOVE,Duplicate file of ai-sites/ORGANIZED/documents/robots.txt,8.0108642578125e-05,100%
ai-sites/heavenlyHands copy/cleanconnect-pro/.git/description,REMOVE,Duplicate file of ai-sites/.git/description,6.961822509765625e-05,100%
ai-sites/heavenlyHands/cleanconnect-pro/.git/description,REMOVE,Duplicate file of ai-sites/.git/description,6.961822509765625e-05,100%
CONTENT_ASSETS/music-empire/suno-analytics-seo/suno-api/.git/description,REMOVE,Duplicate file of ai-sites/.git/description,6.961822509765625e-05,100%
DEVELOPMENT/code-projects/CODE_PROJECTS/content-creation-tools/04_content_creation/.git/description,REMOVE,Duplicate file of ai-sites/.git/description,6.961822509765625e-05,100%
SEO_MARKETING/SEO_CONTENT_STRATEGY/SEO_YouTube_2025_Dataset/.git/description,REMOVE,Duplicate file of ai-sites/.git/description,6.961822509765625e-05,100%
BUSINESS/passive-income/passive-income-empire/ai-receptionist/requirements_ai_receptionist.txt,REMOVE,Duplicate file of ai-sites/passive-income-empire/ai-receptionist/requirements_ai_receptionist.txt,6.389617919921875e-05,100%
ai-sites/heavenlyHands/cleanconnect-pro/.git/objects/1f/09c657f47b85ec55198dd4924d3592d72d3a0d,REMOVE,Duplicate file of ai-sites/heavenlyHands copy/cleanconnect-pro/.git/objects/1f/09c657f47b85ec55198dd4924d3592d72d3a0d,6.198883056640625e-05,100%
CONTENT_ASSETS/ai-sites/heavenlyHands/cleanconnect-pro/.git/objects/1f/09c657f47b85ec55198dd4924d3592d72d3a0d,REMOVE,Duplicate file of ai-sites/heavenlyHands copy/cleanconnect-pro/.git/objects/1f/09c657f47b85ec55198dd4924d3592d72d3a0d,6.198883056640625e-05,100%
ai-sites/heavenlyHands/cleanconnect-pro/.git/objects/b5/53061d0d1b1085acc8bb095dceb7edc8437d4b,REMOVE,Duplicate file of ai-sites/heavenlyHands copy/cleanconnect-pro/.git/objects/b5/53061d0d1b1085acc8bb095dceb7edc8437d4b,6.008148193359375e-05,100%
CONTENT_ASSETS/ai-sites/heavenlyHands/cleanconnect-pro/.git/objects/b5/53061d0d1b1085acc8bb095dceb7edc8437d4b,REMOVE,Duplicate file of ai-sites/heavenlyHands copy/cleanconnect-pro/.git/objects/b5/53061d0d1b1085acc8bb095dceb7edc8437d4b,6.008148193359375e-05,100%
CONTENT_ASSETS/music-empire/suno-analytics-seo/suno-analytics-jupyter/requirements.txt,REMOVE,Duplicate file of CONTENT_ASSETS/music-empire/suno-analytics-seo/requirements.txt,5.91278076171875e-05,100%
ai-sites/heavenlyHands/cleanconnect-pro/.git/objects/29/114ef506f37c862545a4cd708f748f42b6106b,REMOVE,Duplicate file of ai-sites/heavenlyHands copy/cleanconnect-pro/.git/objects/29/114ef506f37c862545a4cd708f748f42b6106b,5.53131103515625e-05,100%
CONTENT_ASSETS/ai-sites/heavenlyHands/cleanconnect-pro/.git/objects/29/114ef506f37c862545a4cd708f748f42b6106b,REMOVE,Duplicate file of ai-sites/heavenlyHands copy/cleanconnect-pro/.git/objects/29/114ef506f37c862545a4cd708f748f42b6106b,5.53131103515625e-05,100%
ai-sites/heavenlyHands/cleanconnect-pro/.git/objects/69/7a0e9071739cfe25cfda7cd69a938b832217b5,REMOVE,Duplicate file of ai-sites/heavenlyHands copy/cleanconnect-pro/.git/objects/69/7a0e9071739cfe25cfda7cd69a938b832217b5,5.435943603515625e-05,100%
CONTENT_ASSETS/ai-sites/heavenlyHands/cleanconnect-pro/.git/objects/69/7a0e9071739cfe25cfda7cd69a938b832217b5,REMOVE,Duplicate file of ai-sites/heavenlyHands copy/cleanconnect-pro/.git/objects/69/7a0e9071739cfe25cfda7cd69a938b832217b5,5.435943603515625e-05,100%
CONTENT_ASSETS/music-empire/suno-analytics-seo/suno-scraper-typescript/storage/datasets/default/000000011.json,REMOVE,Duplicate file of CONTENT_ASSETS/music-empire/suno-analytics-seo/suno-scraper-typescript/storage/datasets/default/000000005.json,5.14984130859375e-05,100%
CONTENT_ASSETS/music-empire/suno-analytics-seo/suno-scraper-typescript/storage/datasets/default/000000008.json,REMOVE,Duplicate file of CONTENT_ASSETS/music-empire/suno-analytics-seo/suno-scraper-typescript/storage/datasets/default/000000002.json,4.9591064453125e-05,100%
CONTENT_ASSETS/music-empire/suno-analytics-seo/suno-scraper-typescript/storage/datasets/default/000000009.json,REMOVE,Duplicate file of CONTENT_ASSETS/music-empire/suno-analytics-seo/suno-scraper-typescript/storage/datasets/default/000000003.json,4.9591064453125e-05,100%
CONTENT_ASSETS/music-empire/suno-analytics-seo/suno-scraper-typescript/storage/datasets/default/000000007.json,REMOVE,Duplicate file of CONTENT_ASSETS/music-empire/suno-analytics-seo/suno-scraper-typescript/storage/datasets/default/000000013.json,4.863739013671875e-05,100%
DEVELOPMENT/utilities/UTILITIES_TOOLS/configs/pics.txt,REMOVE,Duplicate file of ai-sites/New_Folder_With_Items_3_ORGANIZED/documents/pics.txt,4.76837158203125e-05,100%
DEVELOPMENT/utilities/UTILITIES_TOOLS/cataloging/CONTENT_AWARE_CATALOG/CONTENT_ORGANIZED/Media_Processing/__init___1.py,REMOVE,Duplicate file of DEVELOPMENT/utilities/UTILITIES_TOOLS/cataloging/CONTENT_AWARE_CATALOG/CONTENT_ORGANIZED/Media_Processing/__init__.py,4.673004150390625e-05,100%
DEVELOPMENT/utilities/UTILITIES_TOOLS/cataloging/CONTENT_AWARE_CATALOG/CONTENT_ORGANIZED/TAG_BASED/Media/__init___1.py,REMOVE,Duplicate file of DEVELOPMENT/utilities/UTILITIES_TOOLS/cataloging/CONTENT_AWARE_CATALOG/CONTENT_ORGANIZED/Media_Processing/__init__.py,4.673004150390625e-05,100%
CONTENT_ASSETS/music-empire/suno-analytics-seo/suno-scraper-typescript/storage/datasets/default/000000010.json,REMOVE,Duplicate file of CONTENT_ASSETS/music-empire/suno-analytics-seo/suno-scraper-typescript/storage/datasets/default/000000004.json,4.57763671875e-05,100%
CONTENT_ASSETS/music-empire/suno-analytics-seo/suno-scraper-typescript/storage/datasets/default/000000006.json,REMOVE,Duplicate file of CONTENT_ASSETS/music-empire/suno-analytics-seo/suno-scraper-typescript/storage/datasets/default/000000012.json,4.291534423828125e-05,100%
BUSINESS/projects/quantumforge-complete/requirements.txt,REMOVE,Duplicate file of ai-sites/ORGANIZED/documents/requirements.txt,4.00543212890625e-05,100%
ai-sites/heavenlyHands/cleanconnect-pro/.git/refs/heads/main,REMOVE,Duplicate file of ai-sites/heavenlyHands copy/cleanconnect-pro/.git/refs/heads/main,3.910064697265625e-05,100%
CONTENT_ASSETS/music-empire/suno-analytics-seo/suno-api/.git/refs/remotes/origin/main,REMOVE,Duplicate file of CONTENT_ASSETS/music-empire/suno-analytics-seo/suno-api/.git/refs/heads/main,3.910064697265625e-05,100%
BUSINESS/passive-income/passive-income-empire/automation/workflows/README.md,REMOVE,Duplicate file of ai-sites/passive-income-empire/automation/workflows/README.md,3.62396240234375e-05,100%
BUSINESS/passive-income/passive-income-empire/automation/workflows/SETUP.sh,REMOVE,Duplicate file of ai-sites/passive-income-empire/automation/workflows/SETUP.sh,3.0517578125e-05,100%
DEVELOPMENT/code-projects/CODE_PROJECTS/content-creation-tools/04_content_creation/.git/refs/remotes/origin/HEAD,REMOVE,Duplicate file of CONTENT_ASSETS/music-empire/suno-analytics-seo/suno-api/.git/refs/remotes/origin/HEAD,2.86102294921875e-05,100%
SEO_MARKETING/SEO_CONTENT_STRATEGY/SEO_YouTube_2025_Dataset/.git/refs/remotes/origin/HEAD,REMOVE,Duplicate file of CONTENT_ASSETS/music-empire/suno-analytics-seo/suno-api/.git/refs/remotes/origin/HEAD,2.86102294921875e-05,100%
DEVELOPMENT/utilities/UTILITIES_TOOLS/configs/image_data.txt,REMOVE,Duplicate file of ai-sites/New_Folder_With_Items_3_ORGANIZED/documents/image_data.txt,2.288818359375e-05,100%
BUSINESS/projects/marketplace/products/hookmark-pro/.git/HEAD,REMOVE,Duplicate file of ai-sites/.git/HEAD,2.193450927734375e-05,100%
ai-sites/heavenlyHands/cleanconnect-pro/.git/HEAD,REMOVE,Duplicate file of ai-sites/heavenlyHands copy/cleanconnect-pro/.git/HEAD,2.002716064453125e-05,100%
CONTENT_ASSETS/music-empire/suno-analytics-seo/suno-api/.git/HEAD,REMOVE,Duplicate file of ai-sites/heavenlyHands copy/cleanconnect-pro/.git/HEAD,2.002716064453125e-05,100%
DEVELOPMENT/code-projects/CODE_PROJECTS/content-creation-tools/04_content_creation/.git/HEAD,REMOVE,Duplicate file of ai-sites/heavenlyHands copy/cleanconnect-pro/.git/HEAD,2.002716064453125e-05,100%
SEO_MARKETING/SEO_CONTENT_STRATEGY/SEO_YouTube_2025_Dataset/.git/HEAD,REMOVE,Duplicate file of ai-sites/heavenlyHands copy/cleanconnect-pro/.git/HEAD,2.002716064453125e-05,100%
CONTENT_ASSETS/ai-sites/ORGANIZED/data/app-build-manifest.json,REMOVE,Duplicate file of ai-sites/ORGANIZED/data/app-build-manifest.json,1.621246337890625e-05,100%
DEVELOPMENT/utilities/UTILITIES_TOOLS/configs/packages.txt,REMOVE,Duplicate file of ai-sites/New_Folder_With_Items_3_ORGANIZED/documents/packages.txt,5.7220458984375e-06,100%
ai-sites/heavenlyHands copy/cleanconnect-pro/requirements.txt,REMOVE,Duplicate file of ai-sites/Unified Creative Automation Workspace - Professional Analysis/requirements.txt,9.5367431640625e-07,100%
ai-sites/heavenlyHands/cleanconnect-pro/requirements.txt,REMOVE,Duplicate file of ai-sites/Unified Creative Automation Workspace - Professional Analysis/requirements.txt,9.5367431640625e-07,100%
DEVELOPMENT/utilities/UTILITIES_TOOLS/tools/docs/reports/requirements 2.txt,REMOVE,Duplicate file of ai-sites/Unified Creative Automation Workspace - Professional Analysis/requirements.txt,9.5367431640625e-07,100%
ai-sites/dalle-fix/test.html,REMOVE,Duplicate file of ai-sites/disco/disco-mp3.html,0.0,100%
ai-sites/.git/FETCH_HEAD,REMOVE,Duplicate file of ai-sites/disco/disco-mp3.html,0.0,100%
ai-sites/New_Folder_With_Items_3_ORGANIZED/documents/directory_index.txt,REMOVE,Duplicate file of ai-sites/disco/disco-mp3.html,0.0,100%
ai-sites/heavenlyHands copy/cleanconnect-pro/.git/FETCH_HEAD,REMOVE,Duplicate file of ai-sites/disco/disco-mp3.html,0.0,100%
ai-sites/heavenlyHands/cleanconnect-pro/.git/FETCH_HEAD,REMOVE,Duplicate file of ai-sites/disco/disco-mp3.html,0.0,100%
ai-sites/dalle-fix/.history/test_20250107121452.html,REMOVE,Duplicate file of ai-sites/disco/disco-mp3.html,0.0,100%
ai-sites/dalle-fix/.history/dark_20250107113246.html,REMOVE,Duplicate file of ai-sites/disco/disco-mp3.html,0.0,100%
ai-sites/dalle-fix/.history/test_20250107121504.html,REMOVE,Duplicate file of ai-sites/disco/disco-mp3.html,0.0,100%
ai-sites/dalle-fix/.history/index_20250107112636.html,REMOVE,Duplicate file of ai-sites/disco/disco-mp3.html,0.0,100%
DEVELOPMENT/code-projects/CODE_PROJECTS/content-creation-tools/04_content_creation/__init__.py,REMOVE,Duplicate file of ai-sites/disco/disco-mp3.html,0.0,100%
BUSINESS/quantumforge-labs/business-systems/02_Business_and_Finance/upwork/upwork_sync.log,REMOVE,Duplicate file of ai-sites/disco/disco-mp3.html,0.0,100%
